Serial Number,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion,Age Group,Occupation Category
4115,1,Kielderbind Avenue,Dorothy,Roberts,60,Head,Married,Female,Artist,Not Specified,Christian,60-64,Creative Arts
4116,1,Kielderbind Avenue,Alexander,Roberts,62,Husband,Married,Male,"Geologist, wellsite",Not Specified,Christian,60-64,Tech
10385,1,Stewart Haven,Bethan,Roberts,100,Head,Divorced,Female,Retired Diagnostic radiographer,Not Specified,Unknown,100+,Retired
3317,1,Grape Drive,Marcus,Roberts-Bryan,6,Son,Minor,Male,Student,Not Specified,Unknown,5-9,Student
3316,1,Grape Drive,Unknown,Roberts-Bryan,7,Daughter,Minor,Female,Student,Not Specified,Unknown,5-9,Student
3315,1,Grape Drive,Gemma,Roberts-Bryan,8,Daughter,Minor,Female,Student,Not Specified,Unknown,5-9,Student
3314,1,Grape Drive,Melissa,Roberts-Bryan,9,Daughter,Minor,Female,Student,Not Specified,Unknown,5-9,Student
3313,1,Grape Drive,Jacob,Roberts-Bryan,14,Son,Minor,Male,Student,Not Specified,Unknown,10-14,Student
7741,1,Pendragon Ridges,Paula,Robertson,54,Head,Single,Female,Garment/textile technologist,Not Specified,Catholic,50-54,Tech
988,1,Wilson Canyon,Karl,Robinson,19,Head,Single,Male,University Student,Not Specified,Catholic,15-19,Tech
10439,1,Snapdragon Stables,Ruth,Ryan,15,Daughter,Minor,Female,Student,Not Specified,Methodist,15-19,Student
10438,1,Snapdragon Stables,Lewis,Ryan,16,Son,Minor,Male,Student,Not Specified,Methodist,15-19,Student
10437,1,Snapdragon Stables,Benjamin,Ryan,18,Son,Single,Male,Student,Not Specified,Catholic,15-19,Student
4429,1,Newry Locks,Holly,Ryan,27,Head,Single,Female,"Engineer, mining",Not Specified,Methodist,25-29,Engineering
10435,1,Snapdragon Stables,Bethan,Ryan,35,Head,Married,Female,Visual merchandiser,Not Specified,Catholic,35-39,Other
10436,1,Snapdragon Stables,Patrick,Ryan,37,Husband,Married,Male,TEFL teacher,Not Specified,Catholic,35-39,Education
10443,1,Morris Keep,Melissa,Sanderson,54,Lodger,Single,Female,Unemployed,Not Specified,Christian,50-54,Unemployed
442,1,O'Brien Center,Dawn,Savage,13,Daughter,Minor,Female,Student,Not Specified,Unknown,10-14,Student
441,1,O'Brien Center,Hannah,Savage,14,Daughter,Minor,Female,Student,Not Specified,Unknown,10-14,Student
439,1,O'Brien Center,Margaret,Savage,49,Head,Married,Female,Community arts worker,Not Specified,Unknown,45-49,Tech
440,1,O'Brien Center,Leslie,Savage,52,Husband,Married,Male,Legal secretary,Not Specified,Unknown,50-54,Clerical
7742,1,Pendragon Ridges,Terry,Sheppard,53,Partner,Single,Male,Trade union research officer,Not Specified,Catholic,50-54,Management
10423,1,Carroll Barracks,Frederick,Singh,47,Partner,Single,Male,Investment analyst,Not Specified,Unknown,45-49,Other
10424,1,Carroll Barracks,Julian,Smith,14,Son,Minor,Male,Student,Not Specified,Unknown,10-14,Student
1192,1,Winchester Field,Edward,Smith,21,Unknown,Single,Male,University Student,Not Specified,Catholic,20-24,Tech
257,1,Eagle Road,Maureen,Smith,48,Lodger,Single,Female,Risk manager,Not Specified,Unknown,45-49,Management
10422,1,Carroll Barracks,Charlene,Smith,48,Head,Single,Female,Building surveyor,Not Specified,Unknown,45-49,Other
3978,1,Evans Drive,Brenda,Stanley,69,Head,Widowed,Female,Retired Pharmacologist,Not Specified,Methodist,65-69,Retired
9932,1,North Road,Lynn,Stevens,83,Head,Widowed,Female,"Retired Designer, fashion/clothing",Not Specified,Methodist,80-84,Retired
7664,1,Anderson Villages,Zoe,Stewart,37,Head,Divorced,Female,Amenity horticulturist,Not Specified,Unknown,35-39,Tech
998,1,Charity Avenue,Clive,Stokes,32,Lodger,Single,Male,Press photographer,Not Specified,Unknown,30-34,Creative Arts
7301,1,Jones Drive,Karl,Sykes,32,Head,Single,Male,Armed forces technical officer,Not Specified,Methodist,30-34,Tech
751,1,Calendar Mountains,Margaret,Sykes,45,Head,Single,Female,Photographer,Not Specified,Christian,45-49,Creative Arts
6588,1,Scott Stream,Trevor,Sykes,83,Head,Divorced,Male,Retired Professor Emeritus,Not Specified,Unknown,80-84,Retired
9527,1,Christmas Stravenue,Kim,Taylor,12,Daughter,Minor,Female,Student,Not Specified,Catholic,10-14,Student
9526,1,Christmas Stravenue,Clifford,Taylor,14,Son,Minor,Male,Student,Not Specified,Catholic,10-14,Student
10420,1,Hayward Manorhouse,Jacqueline,Taylor,20,Unknown,Single,Female,Clinical psychologist,Not Specified,Christian,20-24,Medical
9525,1,Christmas Stravenue,Dorothy,Taylor,38,Head,Single,Female,Unemployed,Not Specified,Catholic,35-39,Unemployed
9570,1,Dublin Avenue,Jeremy,Taylor,59,Unknown,Single,Male,Glass blower/designer,Not Specified,Christian,55-59,Creative Arts
8411,1,Farthing Glens,Gavin,Thomas,24,Son,Single,Male,Personal assistant,Not Specified,Unknown,20-24,Clerical
2865,1,Nelson Locks,Frances,Thomas,69,Wife,Married,Female,Retired Animal technologist,Not Specified,Unknown,65-69,Retired
2864,1,Nelson Locks,Lee,Thomas,76,Head,Married,Male,Retired Tourism officer,Not Specified,Unknown,75-79,Retired
997,1,Charity Avenue,Marie,Thompson,29,Head,Divorced,Female,Unemployed,Not Specified,Muslim,25-29,Unemployed
2780,1,Craig Unions,Sophie,Tomlinson,28,Head,Single,Female,Information officer,Not Specified,Unknown,25-29,Management
2781,1,Craig Unions,Jason,Townsend,31,Partner,Single,Male,Medical secretary,Not Specified,Unknown,30-34,Medical
8722,1,Iris Forge,Kim,Turner,36,Wife,Married,Female,Waste management officer,Not Specified,Christian,35-39,Management
8721,1,Iris Forge,Shaun,Turner,41,Head,Married,Male,"Production assistant, television",Not Specified,Christian,40-44,Clerical
8291,1,Cellar Lane,Iain,Turner,84,Head,Widowed,Male,"Retired Editor, commissioning",Not Specified,Unknown,80-84,Retired
987,1,Wilson Canyon,Ricky,Vaughan,21,Head,Single,Male,University Student,Not Specified,Methodist,20-24,Tech
7798,1,Inverness Street,Scott,Walker,50,Partner,Single,Male,Unemployed,Not Specified,Catholic,50-54,Unemployed
984,1,Wilson Canyon,Olivia,Wallace,18,Head,Single,Female,University Student,Not Specified,Unknown,15-19,Tech
693,1,Bennett Lane,Tracy,Walton,8,Daughter,Minor,Female,Student,Not Specified,Unknown,5-9,Student
692,1,Bennett Lane,Karl,Walton,22,Son,Single,Male,University Student,Not Specified,Methodist,20-24,Tech
691,1,Bennett Lane,Mitchell,Walton,24,Son,Single,Male,Fisheries officer,Not Specified,Unknown,20-24,Management
690,1,Bennett Lane,Patricia,Walton,25,Daughter,Single,Female,"Surveyor, insurance",Not Specified,Methodist,25-29,Other
9029,1,Duck Lodge,Lynne,Walton,26,Head,Single,Female,"Psychologist, forensic",Not Specified,Unknown,25-29,Other
689,1,Bennett Lane,Mohammed,Walton,67,Husband,Married,Male,Art gallery manager,Not Specified,Unknown,65-69,Management
688,1,Bennett Lane,Lynn,Walton,68,Head,Married,Female,Retired Barista,Not Specified,Methodist,65-69,Retired
256,1,Eagle Road,Bethan,Ward,0,Daughter,Minor,Female,Child,Not Specified,Unknown,0-4,Child
255,1,Eagle Road,Glen,Ward,4,Son,Minor,Male,Child,Not Specified,Unknown,0-4,Child
254,1,Eagle Road,Neil,Ward,7,Son,Minor,Male,Student,Not Specified,Unknown,5-9,Student
253,1,Eagle Road,Holly,Ward,46,Head,Single,Female,Sales promotion account executive,Not Specified,Unknown,45-49,Management
10272,1,Calendar Ports,Gerard,Ward,52,Head,Single,Male,"Restaurant manager, fast food",Not Specified,Christian,50-54,Management
9567,1,Dublin Avenue,Nicole,Watkins,51,Head,Single,Female,Trade mark attorney,Not Specified,Christian,50-54,Other
308,1,Davidson Lane,Julian,Watts,5,Son,Minor,Male,Student,Not Specified,Muslim,5-9,Student
306,1,Davidson Lane,Jodie,Watts,39,Head,Married,Female,Electrical engineer,Not Specified,Muslim,35-39,Engineering
307,1,Davidson Lane,Bruce,Watts,39,Husband,Married,Male,Minerals surveyor,Not Specified,Unknown,35-39,Other
10441,1,Morris Keep,Margaret,Welch,4,Daughter,Minor,Female,Child,Not Specified,Catholic,0-4,Child
10440,1,Morris Keep,Rita,Welch,37,Head,Divorced,Female,Retail merchandiser,Not Specified,Catholic,35-39,Other
1193,1,Winchester Field,Roy,White,18,Head,Single,Male,University Student,Not Specified,Unknown,15-19,Tech
10275,1,Calendar Ports,Gregory,Whittaker,36,Head,Single,Male,"Conservator, museum/gallery",Not Specified,Unknown,35-39,Other
4608,1,Sagittarius Field,Dorothy,Williams,5,Daughter,Minor,Female,Student,Not Specified,Catholic,5-9,Student
10402,1,Anvil Rocks,Frances,Williams,12,Daughter,Minor,Female,Student,Not Specified,Catholic,10-14,Student
10401,1,Anvil Rocks,Jay,Williams,14,Son,Minor,Male,Student,Not Specified,Catholic,10-14,Student
10400,1,Anvil Rocks,Mohammad,Williams,18,Son,Single,Male,Student,Not Specified,Unknown,15-19,Student
4606,1,Sagittarius Field,Jean,Williams,34,Head,Single,Female,Unemployed,Not Specified,Catholic,30-34,Unemployed
10398,1,Anvil Rocks,Nicole,Williams,46,Head,Married,Female,Learning mentor,Not Specified,Unknown,45-49,Other
10399,1,Anvil Rocks,Sean,Williams,47,Husband,Married,Male,Scientific laboratory technician,Not Specified,Unknown,45-49,Tech
9225,1,Horseshoe Lakes,Connor,Williams,61,Cousin,Single,Male,"Engineer, building services",Not Specified,Unknown,60-64,Engineering
10053,1,Moore Village,Marie,Williamson,22,Wife,Married,Female,University Student,Not Specified,Unknown,20-24,Tech
10052,1,Moore Village,Shane,Williamson,24,Head,Married,Male,Acupuncturist,Not Specified,Unknown,20-24,Other
2971,1,Cook Drives,Lucy,Wilson,4,Daughter,Minor,Female,Child,Not Specified,Christian,0-4,Child
2969,1,Cook Drives,Barbara,Wilson,28,Daughter,Single,Female,Forest/woodland manager,Not Specified,Christian,25-29,Management
2970,1,Cook Drives,Hannah,Wilson,28,Daughter,Single,Female,"Doctor, hospital",Not Specified,Christian,25-29,Medical
2967,1,Cook Drives,Jessica,Wilson,62,Head,Married,Female,Automotive engineer,Not Specified,Christian,60-64,Engineering
2968,1,Cook Drives,Oliver,Wilson,70,Husband,Married,Male,Retired Media planner,Not Specified,Christian,70-74,Retired
9032,1,Duck Lodge,Carolyn,Wood,58,Head,Single,Female,Consulting civil engineer,Not Specified,Catholic,55-59,Engineering
7341,1,Cardiff Street,Vanessa,Wood-Read,11,Daughter,Minor,Female,Student,Not Specified,Catholic,10-14,Student
7342,1,Cardiff Street,Sylvia,Wood-Read,11,Daughter,Minor,Female,Student,Not Specified,Catholic,10-14,Student
7340,1,Cardiff Street,Carol,Wood-Read,13,Daughter,Minor,Female,Student,Not Specified,Catholic,10-14,Student
7338,1,Cardiff Street,Pauline,Wood-Read,43,Head,Married,Female,Furniture designer,Not Specified,Catholic,40-44,Tech
7339,1,Cardiff Street,Ricky,Wood-Read,43,Husband,Married,Male,"Designer, jewellery",Not Specified,Catholic,40-44,Creative Arts
10106,1,Holly Street,Ann,Woods,82,Head,Divorced,Female,"Retired Psychologist, occupational",Not Specified,Methodist,80-84,Retired
985,1,Wilson Canyon,Jemma,Woodward,21,Head,Single,Female,University Student,Not Specified,Christian,20-24,Tech
6741,2,Duck Ville,Reece,Allen,19,Head,Single,Male,University Student,Not Specified,Unknown,15-19,Tech
4475,2,Parrot Plains,Mohammed,Anderson,21,Head,Single,Male,University Student,Not Specified,Methodist,20-24,Tech
10080,2,October Road,Martin,Andrews,13,Son,Minor,Male,Student,Not Specified,Unknown,10-14,Student
10081,2,October Road,Roger,Andrews,13,Son,Minor,Male,Student,Not Specified,Unknown,10-14,Student
10079,2,October Road,Anne,Andrews,41,Wife,Married,Female,Theatre stage manager,Not Specified,Unknown,40-44,Management
10078,2,October Road,Glen,Andrews,42,Head,Married,Male,"Teacher, secondary school",Not Specified,Unknown,40-44,Education
3652,2,Morris Plaza,Paula,Baker,17,Daughter,Minor,Female,Student,Not Specified,Methodist,15-19,Student
3650,2,Morris Plaza,Sarah,Baker,53,Head,Married,Female,"Engineer, petroleum",Not Specified,Methodist,50-54,Engineering
3651,2,Morris Plaza,Richard,Baker,57,Husband,Married,Male,Nutritional therapist,Not Specified,Unknown,55-59,Medical
6589,2,Scott Stream,Kevin,Ball,52,Head,Divorced,Male,"Psychologist, sport and exercise",Not Specified,Christian,50-54,Other
8808,2,Jones Mission,Jeremy,Barnes,41,Son,Single,Male,Barrister,Not Specified,Unknown,40-44,Other
8807,2,Jones Mission,Angela,Barnes,72,Head,Divorced,Female,"Retired Engineer, agricultural",Not Specified,Christian,70-74,Retired
2870,2,Nelson Locks,Jenna,Barrett,0,Daughter,Minor,Female,Student,Not Specified,Unknown,0-4,Student
2869,2,Nelson Locks,Nicola,Barrett,8,Daughter,Minor,Female,Student,Not Specified,Unknown,5-9,Student
2868,2,Nelson Locks,Sharon,Barrett,10,Daughter,Minor,Female,Student,Not Specified,Unknown,10-14,Student
383,2,Powell Camp,Rosie,Bell,22,Daughter,Divorced,Female,University Student,Not Specified,Unknown,20-24,Tech
384,2,Powell Camp,Gillian,Bell,22,Daughter,Single,Female,University Student,Not Specified,Unknown,20-24,Tech
381,2,Powell Camp,Natasha,Bell,51,Head,Married,Female,Unemployed,Not Specified,Unknown,50-54,Unemployed
382,2,Powell Camp,Leon,Bell,51,Husband,Married,Male,"Engineer, biomedical",Not Specified,Unknown,50-54,Medical
2300,2,Bradford Circles,Melanie,Bennett,26,Lodger,Single,Female,Corporate treasurer,Not Specified,Unknown,25-29,Other
1631,2,Inner Avenue,Diane,Berry,62,Head,Married,Female,Orthoptist,Not Specified,Unknown,60-64,Other
1632,2,Inner Avenue,Bryan,Berry,64,Husband,Married,Male,Operational researcher,Not Specified,Unknown,60-64,Science
10330,2,Stone Parkway,Lesley,Bevan,3,Daughter,Minor,Female,Child,Not Specified,Catholic,0-4,Child
10328,2,Stone Parkway,Unknown,Bevan,40,Head,Married,Female,Counsellor,Not Specified,Catholic,40-44,Other
10329,2,Stone Parkway,Gordon,Bevan,43,Husband,Married,Male,Occupational psychologist,Not Specified,Catholic,40-44,Other
1197,2,Winchester Field,Francis,Birch,17,Son,Minor,Male,Student,Not Specified,Christian,15-19,Student
1196,2,Winchester Field,Malcolm,Birch,21,Son,Divorced,Male,University Student,Not Specified,Christian,20-24,Tech
1194,2,Winchester Field,Kayleigh,Birch,58,Head,Married,Female,Textile designer,Not Specified,Christian,55-59,Creative Arts
1195,2,Winchester Field,Liam,Birch,61,Husband,Married,Male,Food technologist,Not Specified,Unknown,60-64,Tech
1779,2,Lloyd Avenue,Ashley,Bradshaw,26,Head,Single,Male,Unemployed,Not Specified,Unknown,25-29,Unemployed
4683,2,Williams Street,Amy,Brady,39,Head,Divorced,Female,"Engineer, manufacturing",Not Specified,Unknown,35-39,Engineering
954,2,Baker Road,Gordon,Briggs,28,Head,Unknown,Male,Applications developer,Not Specified,Unknown,25-29,Tech
9576,2,Dublin Avenue,Suzanne,Brown,19,Granddaughter,Single,Female,University Student,Not Specified,Christian,15-19,Tech
9529,2,Christmas Stravenue,Karl,Brown,29,Son,Single,Male,Herbalist,Not Specified,Christian,25-29,Other
4197,2,Lichfield Pass,Joshua,Brown,54,Lodger,Single,Male,Bonds trader,Not Specified,Unknown,50-54,Other
9528,2,Christmas Stravenue,Jessica,Brown,56,Head,Single,Female,Unemployed,Not Specified,Christian,55-59,Unemployed
9227,2,Horseshoe Lakes,Victoria,Burrows,22,Partner,Single,Female,University Student,Not Specified,Catholic,20-24,Tech
9226,2,Horseshoe Lakes,Simon,Butler,27,Head,Single,Male,Fitness centre manager,Not Specified,Catholic,25-29,Tech
7804,2,Inverness Street,Beverley,Butler,61,Unknown,Single,Female,Unemployed,Not Specified,Catholic,60-64,Unemployed
1365,2,Mistletoe Crescent,Julian,Cameron,22,Son,Single,Male,University Student,Not Specified,Unknown,20-24,Tech
1364,2,Mistletoe Crescent,Jessica,Cameron,25,Daughter,Single,Female,Armed forces training and education officer,Not Specified,Unknown,25-29,Education
1363,2,Mistletoe Crescent,Brandon,Cameron,27,Son,Divorced,Male,"Administrator, local government",Not Specified,Unknown,25-29,Education
1362,2,Mistletoe Crescent,Annette,Cameron,30,Daughter,Single,Female,"Engineer, control and instrumentation",Not Specified,Unknown,30-34,Engineering
1361,2,Mistletoe Crescent,Matthew,Cameron,62,Head,Divorced,Male,Records manager,Not Specified,Unknown,60-64,Management
3720,2,Spider Avenue,Russell,Campbell,34,Son,Divorced,Male,Higher education lecturer,Not Specified,Unknown,30-34,Education
3719,2,Spider Avenue,Alice,Campbell,37,Daughter,Single,Female,Press photographer,Not Specified,Unknown,35-39,Creative Arts
3718,2,Spider Avenue,Ruth,Campbell,41,Daughter,Single,Female,"Programmer, applications",Not Specified,Unknown,40-44,Tech
3717,2,Spider Avenue,Stewart,Campbell,45,Son,Single,Male,Trading standards officer,Not Specified,Unknown,45-49,Management
3716,2,Spider Avenue,Melissa,Campbell,49,Daughter,Single,Female,"Education officer, environmental",Not Specified,Unknown,45-49,Education
3715,2,Spider Avenue,Lydia,Campbell,53,Daughter,Single,Female,Unemployed,Not Specified,Unknown,50-54,Unemployed
3713,2,Spider Avenue,Geoffrey,Campbell,56,Son,Divorced,Male,"Surveyor, mining",Not Specified,Unknown,55-59,Other
3714,2,Spider Avenue,Mohammad,Campbell,56,Son,Single,Male,Air traffic controller,Not Specified,Unknown,55-59,Other
3711,2,Spider Avenue,Harriet,Campbell,87,Head,Married,Female,"Retired Designer, fashion/clothing",Not Specified,Unknown,85-89,Retired
3712,2,Spider Avenue,Mohammed,Campbell,87,Husband,Married,Male,Retired Toxicologist,Not Specified,Unknown,85-89,Retired
9575,2,Dublin Avenue,Harry,Carter-Stephenson,19,Grandson,Single,Male,"Horticulturist, commercial",Not Specified,Christian,15-19,Other
9574,2,Dublin Avenue,Debra,Carter-Stephenson,21,Granddaughter,Single,Female,University Student,Not Specified,Unknown,20-24,Tech
9573,2,Dublin Avenue,Donna,Carter-Stephenson,23,Granddaughter,Single,Female,"Surveyor, insurance",Not Specified,Unknown,20-24,Other
9746,2,CherryChestnutnail Avenue,Anna,Chapman,23,Lodger,Single,Female,"Journalist, broadcasting",Not Specified,Muslim,20-24,Media & Entertainment
2928,2,Tannery Ways,Connor,Clark,53,Lodger,Divorced,Male,Local government officer,Not Specified,Unknown,50-54,Management
4676,2,Guild Fork,Carole,Clarke,53,Partner,Single,Female,Health physicist,Not Specified,Unknown,50-54,Other
7801,2,Inverness Street,Unknown,Coles,48,Head,Single,Male,Unemployed,Not Specified,Christian,45-49,Unemployed
5976,2,Strawberry Lights,Danny,Collier,48,Husband,Married,Male,Health and safety adviser,Not Specified,Unknown,45-49,Other
5975,2,Strawberry Lights,Ashleigh,Collier,50,Head,Married,Female,Music therapist,Not Specified,Christian,50-54,Medical
4755,2,February Lodge,Paul,Collins,46,Lodger,Single,Male,Set designer,Not Specified,Catholic,45-49,Creative Arts
7302,2,Jones Drive,Gordon,Cooper,69,Head,Single,Male,Retired Network engineer,Not Specified,Catholic,65-69,Retired
9744,2,CherryChestnutnail Avenue,Paige,Dale,32,Head,Single,Female,Unemployed,Not Specified,Unknown,30-34,Unemployed
8550,2,Webster Hill,Mandy,Davies,4,Daughter,Minor,Female,Child,Not Specified,Muslim,0-4,Child
8549,2,Webster Hill,Duncan,Davies,5,Son,Minor,Male,Student,Not Specified,Muslim,5-9,Student
8548,2,Webster Hill,Charlene,Davies,25,Head,Widowed,Female,Unemployed,Not Specified,Muslim,25-29,Unemployed
8002,2,Hereford Street,Stacey,Davies,28,Daughter,Single,Female,"Engineer, manufacturing systems",Not Specified,Unknown,25-29,Engineering
